fileName goodnessValue sensitivityValue threshold kinRec STE-Unique-sens STE-Unique-BI STE-Unique-WI STE11-sens STE11-BI STE11-WI STE20-sens STE20-BI STE20-WI STE7-sens STE7-BI STE7-WI 
../results/R06_hmmerTestCompareDataset/2019-05-28_001/msa_row10_col32.tblout 120672 0.725 132.57 37 0.0 42 164 1.0 29 36 0.92 0 161 0.0 44 105 
../results/R06_hmmerTestCompareDataset/2019-05-28_001/msa_row10_col33.tblout 120672 0.725 132.57 37 0.0 42 164 1.0 29 36 0.92 0 161 0.0 44 105 
../results/R06_hmmerTestCompareDataset/2019-05-28_001/msa_row10_col34.tblout 120672 0.725 132.57 37 0.0 42 164 1.0 29 36 0.92 0 161 0.0 44 105 
../results/R06_hmmerTestCompareDataset/2019-05-28_001/msa_row10_col35.tblout 120672 0.725 132.57 37 0.0 42 164 1.0 29 36 0.92 0 161 0.0 44 105 
../results/R06_hmmerTestCompareDataset/2019-05-28_001/msa_row10_col36.tblout 120672 0.725 132.57 37 0.0 42 164 1.0 29 36 0.92 0 161 0.0 44 105 
../results/R06_hmmerTestCompareDataset/2019-05-28_001/msa_row10_col37.tblout 120723 0.725 132.75 37 0.0 42 164 1.0 29 36 0.92 0 161 0.0 43 105 
../results/R06_hmmerTestCompareDataset/2019-05-28_001/msa_row10_col38.tblout 120723 0.725 132.75 37 0.0 42 164 1.0 29 36 0.92 0 161 0.0 43 105 
../results/R06_hmmerTestCompareDataset/2019-05-28_001/msa_row10_col39.tblout 120723 0.725 132.75 37 0.0 42 164 1.0 29 36 0.92 0 161 0.0 43 105 
../results/R06_hmmerTestCompareDataset/2019-05-28_001/msa_row10_col4.tblout 125114 0.675 140.67 33 0.0 50 172 0.6666666666666666 29 37 0.92 0 169 0.0 52 99 
../results/R06_hmmerTestCompareDataset/2019-05-28_001/msa_row10_col40.tblout 121227 0.725 132.75 37 0.0 42 164 1.0 29 36 0.92 0 161 0.0 44 105 
../results/R06_hmmerTestCompareDataset/2019-05-28_001/msa_row10_col41.tblout 121227 0.725 132.75 37 0.0 42 164 1.0 29 36 0.92 0 161 0.0 44 105 
../results/R06_hmmerTestCompareDataset/2019-05-28_001/msa_row10_col42.tblout 121227 0.725 132.75 37 0.0 42 164 1.0 29 36 0.92 0 161 0.0 44 105 
../results/R06_hmmerTestCompareDataset/2019-05-28_001/msa_row10_col43.tblout 121227 0.725 132.75 37 0.0 42 164 1.0 29 36 0.92 0 161 0.0 44 105 
../results/R06_hmmerTestCompareDataset/2019-05-28_001/msa_row10_col44.tblout 121227 0.725 132.75 37 0.0 42 164 1.0 29 36 0.92 0 161 0.0 44 105 
../results/R06_hmmerTestCompareDataset/2019-05-28_001/msa_row10_col45.tblout 121194 0.725 132.66 37 0.0 42 164 1.0 29 36 0.92 0 161 0.0 44 105 
../results/R06_hmmerTestCompareDataset/2019-05-28_001/msa_row10_col46.tblout 121194 0.725 132.66 37 0.0 42 164 1.0 29 36 0.92 0 161 0.0 44 105 
../results/R06_hmmerTestCompareDataset/2019-05-28_001/msa_row10_col47.tblout 121194 0.725 132.66 37 0.0 42 164 1.0 29 36 0.92 0 161 0.0 44 105 
../results/R06_hmmerTestCompareDataset/2019-05-28_001/msa_row10_col48.tblout 121194 0.725 132.66 37 0.0 42 164 1.0 29 36 0.92 0 161 0.0 44 105 
../results/R06_hmmerTestCompareDataset/2019-05-28_001/msa_row10_col49.tblout 121194 0.725 132.66 37 0.0 42 164 1.0 29 36 0.92 0 161 0.0 44 105 
../results/R06_hmmerTestCompareDataset/2019-05-28_001/msa_row10_col5.tblout 124987 0.675 140.67 33 0.0 50 172 0.6666666666666666 29 37 0.92 0 169 0.0 52 99 
../results/R06_hmmerTestCompareDataset/2019-05-28_001/msa_row10_col6.tblout 125539 0.675 140.57999999999998 33 0.0 50 173 0.6666666666666666 29 37 0.92 0 169 0.0 52 99 
../results/R06_hmmerTestCompareDataset/2019-05-28_001/msa_row10_col7.tblout 124368 0.7 138.78 35 0.0 50 171 0.8333333333333334 29 37 0.92 0 169 0.0 52 98 
../results/R06_hmmerTestCompareDataset/2019-05-28_001/msa_row10_col8.tblout 119391 0.7 139.14 34 0.0 47 172 0.8333333333333334 29 36 0.92 0 163 0.0 46 99 
../results/R06_hmmerTestCompareDataset/2019-05-28_001/msa_row10_col9.tblout 119391 0.7 139.14 34 0.0 47 172 0.8333333333333334 29 36 0.92 0 163 0.0 46 99 
../results/R06_hmmerTestCompareDataset/2019-05-28_001/msa_row11_col10.tblout 117227 0.7 138.42 34 0.0 45 169 0.8333333333333334 29 36 0.92 0 164 0.0 44 99 
../results/R06_hmmerTestCompareDataset/2019-05-28_001/msa_row11_col11.tblout 117227 0.7 138.42 34 0.0 45 169 0.8333333333333334 29 36 0.92 0 164 0.0 44 99 
../results/R06_hmmerTestCompareDataset/2019-05-28_001/msa_row11_col12.tblout 117227 0.7 138.42 34 0.0 45 169 0.8333333333333334 29 36 0.92 0 164 0.0 44 99 
../results/R06_hmmerTestCompareDataset/2019-05-28_001/msa_row11_col13.tblout 118844 0.725 135.35999999999999 36 0.0 42 163 1.0 29 35 0.92 0 161 0.0 43 105 
../results/R06_hmmerTestCompareDataset/2019-05-28_001/msa_row11_col14.tblout 118844 0.725 135.35999999999999 36 0.0 42 163 1.0 29 35 0.92 0 161 0.0 43 105 
../results/R06_hmmerTestCompareDataset/2019-05-28_001/msa_row11_col15.tblout 118000 0.7 135.45 34 0.0 42 162 0.8333333333333334 29 36 0.92 0 160 0.0 43 105 
../results/R06_hmmerTestCompareDataset/2019-05-28_001/msa_row11_col16.tblout 118327 0.7 135.45 34 0.0 42 163 0.8333333333333334 29 36 0.92 0 160 0.0 43 105 
../results/R06_hmmerTestCompareDataset/2019-05-28_001/msa_row11_col17.tblout 118327 0.7 135.45 34 0.0 42 163 0.8333333333333334 29 36 0.92 0 160 0.0 43 105 
../results/R06_hmmerTestCompareDataset/2019-05-28_001/msa_row11_col18.tblout 117771 0.7 135.45 34 0.0 41 162 0.8333333333333334 29 34 0.92 0 160 0.0 43 105 
../results/R06_hmmerTestCompareDataset/2019-05-28_001/msa_row11_col19.tblout 117771 0.7 135.45 34 0.0 41 162 0.8333333333333334 29 34 0.92 0 160 0.0 43 105 
../results/R06_hmmerTestCompareDataset/2019-05-28_001/msa_row11_col20.tblout 120817 0.725 135.45 35 0.0 42 162 1.0 29 34 0.92 0 163 0.0 43 106 
../results/R06_hmmerTestCompareDataset/2019-05-28_001/msa_row11_col21.tblout 120817 0.725 135.45 35 0.0 42 162 1.0 29 34 0.92 0 163 0.0 43 106 
../results/R06_hmmerTestCompareDataset/2019-05-28_001/msa_row11_col22.tblout 120165 0.725 135.35999999999999 35 0.0 42 161 1.0 29 34 0.92 0 162 0.0 43 106 
../results/R06_hmmerTestCompareDataset/2019-05-28_001/msa_row11_col23.tblout 120165 0.725 135.35999999999999 35 0.0 42 161 1.0 29 34 0.92 0 162 0.0 43 106 
../results/R06_hmmerTestCompareDataset/2019-05-28_001/msa_row11_col24.tblout 120450 0.725 134.64 36 0.0 42 162 1.0 29 35 0.92 0 161 0.0 43 106 
../results/R06_hmmerTestCompareDataset/2019-05-28_001/msa_row11_col25.tblout 120450 0.725 134.64 36 0.0 42 162 1.0 29 35 0.92 0 161 0.0 43 106 
../results/R06_hmmerTestCompareDataset/2019-05-28_001/msa_row11_col26.tblout 119282 0.725 134.1 36 0.0 42 160 1.0 29 35 0.92 0 161 0.0 43 106 
../results/R06_hmmerTestCompareDataset/2019-05-28_001/msa_row11_col27.tblout 118290 0.725 133.65 36 0.0 41 160 1.0 29 35 0.92 0 162 0.0 43 105 
../results/R06_hmmerTestCompareDataset/2019-05-28_001/msa_row11_col28.tblout 118290 0.725 133.65 36 0.0 41 160 1.0 29 35 0.92 0 162 0.0 43 105 
../results/R06_hmmerTestCompareDataset/2019-05-28_001/msa_row11_col29.tblout 118219 0.725 133.56 36 0.0 41 160 1.0 29 34 0.92 0 162 0.0 43 105 
../results/R06_hmmerTestCompareDataset/2019-05-28_001/msa_row11_col30.tblout 118219 0.725 133.56 36 0.0 41 160 1.0 29 34 0.92 0 162 0.0 43 105 
../results/R06_hmmerTestCompareDataset/2019-05-28_001/msa_row11_col31.tblout 118219 0.725 133.56 36 0.0 41 160 1.0 29 34 0.92 0 162 0.0 43 105 
../results/R06_hmmerTestCompareDataset/2019-05-28_001/msa_row11_col32.tblout 117969 0.725 133.47 36 0.0 41 159 1.0 29 35 0.92 0 162 0.0 43 105 
../results/R06_hmmerTestCompareDataset/2019-05-28_001/msa_row11_col33.tblout 118399 0.725 133.56 36 0.0 41 160 1.0 29 35 0.92 0 162 0.0 43 105 
../results/R06_hmmerTestCompareDataset/2019-05-28_001/msa_row11_col34.tblout 118399 0.725 133.56 36 0.0 41 160 1.0 29 35 0.92 0 162 0.0 43 105 
../results/R06_hmmerTestCompareDataset/2019-05-28_001/msa_row11_col35.tblout 117820 0.725 134.37 35 0.0 41 159 1.0 29 34 0.92 0 162 0.0 43 105 
../results/R06_hmmerTestCompareDataset/2019-05-28_001/msa_row11_col36.tblout 117820 0.725 134.37 35 0.0 41 159 1.0 29 34 0.92 0 162 0.0 43 105 
../results/R06_hmmerTestCompareDataset/2019-05-28_001/msa_row11_col37.tblout 117820 0.725 134.37 35 0.0 41 159 1.0 29 34 0.92 0 162 0.0 43 105 
../results/R06_hmmerTestCompareDataset/2019-05-28_001/msa_row11_col38.tblout 118639 0.725 133.56 36 0.0 41 160 1.0 29 35 0.92 0 162 0.0 43 105 
../results/R06_hmmerTestCompareDataset/2019-05-28_001/msa_row11_col39.tblout 118639 0.725 133.56 36 0.0 41 160 1.0 29 35 0.92 0 162 0.0 43 105 
../results/R06_hmmerTestCompareDataset/2019-05-28_001/msa_row11_col4.tblout 122984 0.675 140.04 33 0.0 50 169 0.6666666666666666 29 37 0.92 0 168 0.0 51 98 
../results/R06_hmmerTestCompareDataset/2019-05-28_001/msa_row11_col40.tblout 118897 0.725 133.56 36 0.0 41 160 1.0 29 35 0.92 0 162 0.0 43 105 
../results/R06_hmmerTestCompareDataset/2019-05-28_001/msa_row11_col41.tblout 118897 0.725 133.56 36 0.0 41 160 1.0 29 35 0.92 0 162 0.0 43 105 
../results/R06_hmmerTestCompareDataset/2019-05-28_001/msa_row11_col42.tblout 118897 0.725 133.56 36 0.0 41 160 1.0 29 35 0.92 0 162 0.0 43 105 
../results/R06_hmmerTestCompareDataset/2019-05-28_001/msa_row11_col43.tblout 118897 0.725 133.56 36 0.0 41 160 1.0 29 35 0.92 0 162 0.0 43 105 
../results/R06_hmmerTestCompareDataset/2019-05-28_001/msa_row11_col44.tblout 118897 0.725 133.56 36 0.0 41 160 1.0 29 35 0.92 0 162 0.0 43 105 
../results/R06_hmmerTestCompareDataset/2019-05-28_001/msa_row11_col45.tblout 118897 0.725 133.56 36 0.0 41 160 1.0 29 35 0.92 0 162 0.0 43 105 
../results/R06_hmmerTestCompareDataset/2019-05-28_001/msa_row11_col46.tblout 118897 0.725 133.56 36 0.0 41 160 1.0 29 35 0.92 0 162 0.0 43 105 
../results/R06_hmmerTestCompareDataset/2019-05-28_001/msa_row11_col47.tblout 118897 0.725 133.56 36 0.0 41 160 1.0 29 35 0.92 0 162 0.0 43 105 
../results/R06_hmmerTestCompareDataset/2019-05-28_001/msa_row11_col48.tblout 118897 0.725 133.56 36 0.0 41 160 1.0 29 35 0.92 0 162 0.0 43 105 
../results/R06_hmmerTestCompareDataset/2019-05-28_001/msa_row11_col49.tblout 118382 0.725 133.38 36 0.0 41 160 1.0 29 35 0.92 0 161 0.0 43 105 
../results/R06_hmmerTestCompareDataset/2019-05-28_001/msa_row11_col5.tblout 121723 0.675 139.5 33 0.0 49 169 0.6666666666666666 29 37 0.92 0 168 0.0 51 97 
../results/R06_hmmerTestCompareDataset/2019-05-28_001/msa_row11_col6.tblout 121723 0.675 139.5 33 0.0 49 169 0.6666666666666666 29 37 0.92 0 168 0.0 51 97 
../results/R06_hmmerTestCompareDataset/2019-05-28_001/msa_row11_col7.tblout 117254 0.7 138.42 34 0.0 45 169 0.8333333333333334 29 36 0.92 0 163 0.0 44 99 
../results/R06_hmmerTestCompareDataset/2019-05-28_001/msa_row11_col8.tblout 116874 0.7 138.42 34 0.0 45 169 0.8333333333333334 29 36 0.92 0 163 0.0 44 99 
../results/R06_hmmerTestCompareDataset/2019-05-28_001/msa_row11_col9.tblout 116874 0.7 138.42 34 0.0 45 169 0.8333333333333334 29 36 0.92 0 163 0.0 44 99 
../results/R06_hmmerTestCompareDataset/2019-05-28_001/msa_row12_col10.tblout 116618 0.7 138.15 34 0.0 45 167 0.8333333333333334 29 36 0.92 0 162 0.0 46 100 
../results/R06_hmmerTestCompareDataset/2019-05-28_001/msa_row12_col11.tblout 116618 0.7 138.15 34 0.0 45 167 0.8333333333333334 29 36 0.92 0 162 0.0 46 100 
../results/R06_hmmerTestCompareDataset/2019-05-28_001/msa_row12_col12.tblout 118824 0.725 135.45 35 0.0 41 164 1.0 29 34 0.92 0 161 0.0 45 105 
../results/R06_hmmerTestCompareDataset/2019-05-28_001/msa_row12_col13.tblout 118824 0.725 135.45 35 0.0 41 164 1.0 29 34 0.92 0 161 0.0 45 105 
../results/R06_hmmerTestCompareDataset/2019-05-28_001/msa_row12_col14.tblout 118678 0.725 135.35999999999999 35 0.0 41 164 1.0 29 34 0.92 0 161 0.0 43 105 
../results/R06_hmmerTestCompareDataset/2019-05-28_001/msa_row12_col15.tblout 118678 0.725 135.26999999999998 35 0.0 41 164 1.0 29 34 0.92 0 161 0.0 43 105 
../results/R06_hmmerTestCompareDataset/2019-05-28_001/msa_row12_col16.tblout 118678 0.725 135.26999999999998 35 0.0 41 164 1.0 29 34 0.92 0 161 0.0 43 105 
../results/R06_hmmerTestCompareDataset/2019-05-28_001/msa_row12_col17.tblout 118678 0.725 135.26999999999998 35 0.0 41 164 1.0 29 34 0.92 0 161 0.0 43 105 
../results/R06_hmmerTestCompareDataset/2019-05-28_001/msa_row12_col18.tblout 119003 0.725 135.26999999999998 35 0.0 41 164 1.0 29 34 0.92 0 162 0.0 43 105 
../results/R06_hmmerTestCompareDataset/2019-05-28_001/msa_row12_col19.tblout 121888 0.725 135.18 35 0.0 42 163 1.0 29 34 0.92 0 164 0.0 44 106 
../results/R06_hmmerTestCompareDataset/2019-05-28_001/msa_row12_col20.tblout 121979 0.725 135.18 35 0.0 42 163 1.0 29 34 0.92 0 164 0.0 45 106 
../results/R06_hmmerTestCompareDataset/2019-05-28_001/msa_row12_col21.tblout 121979 0.725 135.18 35 0.0 42 163 1.0 29 34 0.92 0 164 0.0 45 106 
../results/R06_hmmerTestCompareDataset/2019-05-28_001/msa_row12_col22.tblout 121888 0.725 135.18 35 0.0 42 163 1.0 29 34 0.92 0 164 0.0 44 106 
../results/R06_hmmerTestCompareDataset/2019-05-28_001/msa_row12_col23.tblout 121888 0.725 135.18 35 0.0 42 163 1.0 29 34 0.92 0 164 0.0 44 106 
../results/R06_hmmerTestCompareDataset/2019-05-28_001/msa_row12_col24.tblout 121604 0.725 134.73 35 0.0 41 163 1.0 29 34 0.92 0 164 0.0 44 106 
../results/R06_hmmerTestCompareDataset/2019-05-28_001/msa_row12_col25.tblout 120672 0.725 134.73 35 0.0 42 162 1.0 29 34 0.92 0 163 0.0 44 106 
../results/R06_hmmerTestCompareDataset/2019-05-28_001/msa_row12_col26.tblout 119131 0.725 134.28 35 0.0 41 160 1.0 29 34 0.92 0 163 0.0 46 105 
../results/R06_hmmerTestCompareDataset/2019-05-28_001/msa_row12_col27.tblout 119131 0.725 134.28 35 0.0 41 160 1.0 29 34 0.92 0 163 0.0 46 105 
../results/R06_hmmerTestCompareDataset/2019-05-28_001/msa_row12_col28.tblout 119131 0.725 134.28 35 0.0 41 160 1.0 29 34 0.92 0 163 0.0 46 105 
../results/R06_hmmerTestCompareDataset/2019-05-28_001/msa_row12_col29.tblout 119131 0.725 134.28 35 0.0 41 160 1.0 29 34 0.92 0 163 0.0 46 105 
../results/R06_hmmerTestCompareDataset/2019-05-28_001/msa_row12_col30.tblout 119131 0.725 134.1 35 0.0 41 160 1.0 29 34 0.92 0 163 0.0 46 105 
../results/R06_hmmerTestCompareDataset/2019-05-28_001/msa_row12_col31.tblout 119131 0.725 134.1 35 0.0 41 160 1.0 29 34 0.92 0 163 0.0 46 105 
../results/R06_hmmerTestCompareDataset/2019-05-28_001/msa_row12_col32.tblout 119131 0.725 134.1 35 0.0 41 160 1.0 29 34 0.92 0 163 0.0 46 105 
../results/R06_hmmerTestCompareDataset/2019-05-28_001/msa_row12_col33.tblout 119131 0.725 134.1 35 0.0 41 160 1.0 29 34 0.92 0 163 0.0 46 105 
../results/R06_hmmerTestCompareDataset/2019-05-28_001/msa_row12_col34.tblout 119131 0.725 134.1 35 0.0 41 160 1.0 29 34 0.92 0 163 0.0 46 105 
../results/R06_hmmerTestCompareDataset/2019-05-28_001/msa_row12_col35.tblout 119454 0.725 134.1 35 0.0 41 161 1.0 29 34 0.92 0 163 0.0 46 105 
../results/R06_hmmerTestCompareDataset/2019-05-28_001/msa_row12_col36.tblout 119131 0.725 134.1 35 0.0 41 160 1.0 29 34 0.92 0 163 0.0 46 105 
../results/R06_hmmerTestCompareDataset/2019-05-28_001/msa_row12_col37.tblout 119672 0.725 134.1 35 0.0 41 160 1.0 29 34 0.92 0 164 0.0 46 104 
../results/R06_hmmerTestCompareDataset/2019-05-28_001/msa_row12_col38.tblout 119672 0.725 134.1 35 0.0 41 160 1.0 29 34 0.92 0 164 0.0 46 104 
../results/R06_hmmerTestCompareDataset/2019-05-28_001/msa_row12_col39.tblout 119343 0.725 134.1 35 0.0 41 160 1.0 29 34 0.92 0 163 0.0 46 104 
../results/R06_hmmerTestCompareDataset/2019-05-28_001/msa_row12_col4.tblout 120585 0.725 134.91 37 0.0 49 167 1.0 29 36 0.92 0 168 0.0 51 97 
../results/R06_hmmerTestCompareDataset/2019-05-28_001/msa_row12_col40.tblout 119343 0.725 134.1 35 0.0 41 160 1.0 29 34 0.92 0 163 0.0 46 104 
../results/R06_hmmerTestCompareDataset/2019-05-28_001/msa_row12_col41.tblout 119343 0.725 134.1 35 0.0 41 160 1.0 29 34 0.92 0 163 0.0 46 104 
../results/R06_hmmerTestCompareDataset/2019-05-28_001/msa_row12_col42.tblout 119343 0.725 134.1 35 0.0 41 160 1.0 29 34 0.92 0 163 0.0 46 104 
../results/R06_hmmerTestCompareDataset/2019-05-28_001/msa_row12_col43.tblout 119343 0.725 134.1 35 0.0 41 160 1.0 29 34 0.92 0 163 0.0 46 104 
../results/R06_hmmerTestCompareDataset/2019-05-28_001/msa_row12_col44.tblout 119343 0.725 134.1 35 0.0 41 160 1.0 29 34 0.92 0 163 0.0 46 104 
../results/R06_hmmerTestCompareDataset/2019-05-28_001/msa_row12_col45.tblout 119343 0.725 134.1 35 0.0 41 160 1.0 29 34 0.92 0 163 0.0 46 104 
../results/R06_hmmerTestCompareDataset/2019-05-28_001/msa_row12_col46.tblout 119343 0.725 134.1 35 0.0 41 160 1.0 29 34 0.92 0 163 0.0 46 104 
../results/R06_hmmerTestCompareDataset/2019-05-28_001/msa_row12_col47.tblout 119343 0.725 134.1 35 0.0 41 160 1.0 29 34 0.92 0 163 0.0 46 104 
../results/R06_hmmerTestCompareDataset/2019-05-28_001/msa_row12_col48.tblout 119343 0.725 134.1 35 0.0 41 160 1.0 29 34 0.92 0 163 0.0 46 104 
../results/R06_hmmerTestCompareDataset/2019-05-28_001/msa_row12_col49.tblout 121046 0.725 133.01999999999998 36 0.0 40 165 1.0 29 34 0.92 0 163 0.0 47 105 
../results/R06_hmmerTestCompareDataset/2019-05-28_001/msa_row12_col5.tblout 122561 0.725 136.07999999999998 37 0.0 50 168 1.0 29 36 0.92 0 167 0.0 52 99 
../results/R06_hmmerTestCompareDataset/2019-05-28_001/msa_row12_col6.tblout 122047 0.725 135.9 37 0.0 49 166 1.0 29 36 0.92 0 171 0.0 51 97 
../results/R06_hmmerTestCompareDataset/2019-05-28_001/msa_row12_col7.tblout 116170 0.7 138.15 34 0.0 45 167 0.8333333333333334 29 36 0.92 0 162 0.0 46 99 
../results/R06_hmmerTestCompareDataset/2019-05-28_001/msa_row12_col8.tblout 116622 0.7 138.24 34 0.0 45 167 0.8333333333333334 29 36 0.92 0 163 0.0 46 99 
../results/R06_hmmerTestCompareDataset/2019-05-28_001/msa_row12_col9.tblout 116421 0.7 138.15 34 0.0 45 167 0.8333333333333334 29 36 0.92 0 162 0.0 46 100 
../results/R06_hmmerTestCompareDataset/2019-05-28_001/msa_row13_col10.tblout 115587 0.725 136.44 36 0.0 45 167 1.0 29 35 0.92 0 162 0.0 46 99 
../results/R06_hmmerTestCompareDataset/2019-05-28_001/msa_row13_col11.tblout 115587 0.725 136.44 36 0.0 45 167 1.0 29 35 0.92 0 162 0.0 46 99 
../results/R06_hmmerTestCompareDataset/2019-05-28_001/msa_row13_col12.tblout 117809 0.725 134.91 35 0.0 40 161 1.0 29 34 0.92 0 163 0.0 43 105 
../results/R06_hmmerTestCompareDataset/2019-05-28_001/msa_row13_col13.tblout 117809 0.725 134.91 35 0.0 40 161 1.0 29 34 0.92 0 163 0.0 43 105 
../results/R06_hmmerTestCompareDataset/2019-05-28_001/msa_row13_col14.tblout 117809 0.725 134.91 35 0.0 40 161 1.0 29 34 0.92 0 163 0.0 43 105 
../results/R06_hmmerTestCompareDataset/2019-05-28_001/msa_row13_col15.tblout 117482 0.725 134.73 35 0.0 40 161 1.0 29 34 0.92 0 162 0.0 43 105 
../results/R06_hmmerTestCompareDataset/2019-05-28_001/msa_row13_col16.tblout 117482 0.725 134.73 35 0.0 40 161 1.0 29 34 0.92 0 162 0.0 43 105 
../results/R06_hmmerTestCompareDataset/2019-05-28_001/msa_row13_col17.tblout 118119 0.725 134.73 35 0.0 40 161 1.0 29 34 0.92 0 163 0.0 43 105 
../results/R06_hmmerTestCompareDataset/2019-05-28_001/msa_row13_col18.tblout 118119 0.725 134.73 35 0.0 40 161 1.0 29 34 0.92 0 163 0.0 43 105 
../results/R06_hmmerTestCompareDataset/2019-05-28_001/msa_row13_col19.tblout 120309 0.725 134.64 35 0.0 41 160 1.0 29 34 0.92 0 164 0.0 43 107 
../results/R06_hmmerTestCompareDataset/2019-05-28_001/msa_row13_col20.tblout 120160 0.725 134.64 35 0.0 41 160 1.0 29 34 0.92 0 164 0.0 43 107 
../results/R06_hmmerTestCompareDataset/2019-05-28_001/msa_row13_col21.tblout 120160 0.725 134.64 35 0.0 41 160 1.0 29 34 0.92 0 164 0.0 43 107 
../results/R06_hmmerTestCompareDataset/2019-05-28_001/msa_row13_col22.tblout 120160 0.725 134.64 35 0.0 41 160 1.0 29 34 0.92 0 164 0.0 43 107 
../results/R06_hmmerTestCompareDataset/2019-05-28_001/msa_row13_col23.tblout 120274 0.725 134.28 35 0.0 41 160 1.0 29 34 0.92 0 164 0.0 43 107 
../results/R06_hmmerTestCompareDataset/2019-05-28_001/msa_row13_col24.tblout 118990 0.725 134.28 35 0.0 41 159 1.0 29 34 0.92 0 163 0.0 43 107 
../results/R06_hmmerTestCompareDataset/2019-05-28_001/msa_row13_col25.tblout 117976 0.725 133.74 35 0.0 41 159 1.0 29 34 0.92 0 162 0.0 43 105 
